yfeng	phrase-mixed
yfxs	phrase-initial
yg	phrase-initial
ygq	phrase-initial
yguan	phrase-mixed
ygui	phrase-mixed
ygun	phrase-mixed
yguoq	phrase-mixed
yguoz	phrase-mixed
ygz	phrase-initial
yh	phrase-initial
yhai	phrase-mixed
yhanzsheng	phrase-mixed
yhc	phrase-initial
yhou	phrase-mixed
yhs	phrase-initial
yhu	phrase-mixed
yhuan	phrase-mixed
yhuc	phrase-mixed
yhuis	phrase-mixed
yhuznuo	phrase-mixed
yhzn	phrase-initial
yhzs	phrase-initial
yi	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
yia	transposed-letters
yian	adjacent-key
yiao	adjacent-key
yib	adjacent-key,phrase-prefix
yiba	phrase-prefix
yibai	phrase-prefix
yibaib	phrase-prefix
yibaiba	phrase-prefix
yibaibas	phrase-prefix
yibaibash	phrase-prefix
yibaibashi	phrase-prefix
yibaibashid	phrase-prefix
yibaibashidu	phrase-full
yibe	phrase-prefix
yibei	phrase-full
yibg	adjacent-key
yibi	phrase-prefix
yibia	phrase-prefix
yibiao	phrase-full
yic	phrase-prefix
yicu	phrase-prefix
yicuo	phrase-full
yid	phrase-prefix
yida	phrase-prefix
yidao	phrase-full
yido	phrase-prefix
yidon	phrase-prefix
yidong	phrase-prefix
yidongd	phrase-prefix
yidongdo	phrase-prefix
yidongdon	phrase-prefix
yidongdong	phrase-full
yidu	phrase-prefix
yidua	phrase-prefix
yiduan	phrase-full
yie	adjacent-key,phrase-prefix
yier	phrase-prefix
yierz	phrase-prefix
yierza	phrase-prefix
yierzai	phrase-prefix
yierzaiz	phrase-prefix
yierzaiza	phrase-prefix
yierzaizai	phrase-prefix
yierzaizaie	phrase-prefix
yierzaizaier	phrase-prefix
yierzaizaiers	phrase-prefix
yierzaizaiersa	phrase-prefix
yierzaizaiersan	phrase-full
yif	phrase-prefix
yifa	phrase-prefix
yifax	phrase-prefix
yifaxi	phrase-prefix
yifaxin	phrase-prefix
yifaxing	phrase-prefix
yifaxings	phrase-prefix
yifaxingsh	phrase-prefix
yifaxingshi	phrase-full
yife	phrase-prefix
yifen	phrase-full
yig	missing-letter
yign	transposed-letters
yih	phrase-prefix
yiha	phrase-prefix
yihan	phrase-prefix
yihanz	phrase-prefix
yihanzh	phrase-prefix
yihanzho	phrase-prefix
yihanzhon	phrase-prefix
yihanzhong	phrase-prefix
yihanzhongs	phrase-prefix
yihanzhongsh	phrase-prefix
yihanzhongshe	phrase-prefix
yihanzhongshen	phrase-prefix
yihanzhongsheng	phrase-full
yihu	phrase-prefix
yihua	phrase-prefix
yihuan	phrase-full
yihui	phrase-prefix
yihuis	phrase-prefix
yihuish	phrase-prefix
yihuishi	phrase-full
yihuz	phrase-prefix
yihuza	phrase-prefix
yihuzai	phrase-prefix
yihuzain	phrase-prefix
yihuzainu	phrase-prefix
yihuzainuo	phrase-full
yij	phrase-prefix
yiji	phrase-prefix
yijiz	phrase-prefix
yijiza	phrase-prefix
yijizai	phrase-prefix
yijizais	phrase-prefix
yijizaish	phrase-prefix
yijizaishe	phrase-prefix
yijizaishen	phrase-full
yiju	phrase-prefix
yijul	phrase-prefix
yijuli	phrase-prefix
yijulia	phrase-prefix
yijulian	phrase-prefix
yijuliang	phrase-prefix
yijuliangq	phrase-prefix
yijuliangqu	phrase-prefix
yijuliangqua	phrase-prefix
yijuliangquan	phrase-full
yik	phrase-prefix
yika	phrase-prefix
yikan	phrase-prefix
yikand	phrase-prefix
yikanda	phrase-prefix
yikandao	phrase-full
yiku	phrase-prefix
yikui	phrase-prefix
yikuiy	phrase-prefix
yikuiyi	phrase-prefix
yikuiyiz	phrase-prefix
yikuiyizu	phrase-full
yil	phrase-prefix
yila	phrase-prefix
yilai	phrase-prefix
yilaic	phrase-prefix
yilaich	phrase-prefix
yilaiche	phrase-prefix
yilaichen	phrase-prefix
yilaicheng	phrase-prefix
yilaichengx	phrase-prefix
yilaichengxi	phrase-prefix
yilaichengxin	phrase-prefix
yilaichengxing	phrase-full
yilak	phrase-prefix
yilake	phrase-prefix
yilaker	phrase-prefix
yilakere	phrase-prefix
yilakeren	phrase-full
yilan	phrase-prefix
yilanw	phrase-prefix
yilanwu	phrase-prefix
yilanwuy	phrase-prefix
yilanwuyu	phrase-full
yili	phrase-prefix
yilia	phrase-prefix
yiliao	phrase-prefix
yiliaot	phrase-prefix
yiliaotu	phrase-prefix
yiliaotua	phrase-prefix
yiliaotuan	phrase-full
yim	adjacent-key
yimg	adjacent-key
yin	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
yinb	phrase-prefix
yinbi	phrase-prefix
yinbia	phrase-prefix
yinbian	phrase-full
yind	phrase-prefix
yindi	phrase-prefix
yindia	phrase-prefix
yindian	phrase-prefix
yindiann	phrase-prefix
yindianna	phrase-full
yine	phrase-prefix
yinen	phrase-prefix
yineng	phrase-prefix
yinengf	phrase-prefix
yinengfu	phrase-prefix
yinengfuz	phrase-prefix
yinengfuzh	phrase-prefix
yinengfuzho	phrase-prefix
yinengfuzhou	phrase-full
yiney	phrase-prefix
yineya	phrase-prefix
yineyan	phrase-prefix
yineyang	phrase-prefix
yineyangm	phrase-prefix
yineyangme	phrase-prefix
yineyangmei	phrase-full
yinf	adjacent-key
ying	adjacent-key,phrase-prefix,syllable
yingh	phrase-prefix
yingho	phrase-prefix
yinghou	phrase-full
yingj	phrase-prefix
yingji	phrase-prefix
yingjie	phrase-prefix
yingjieb	phrase-prefix
yingjiebu	phrase-prefix
yingjiebux	phrase-prefix
yingjiebuxi	phrase-prefix
yingjiebuxia	phrase-full
yingq	phrase-prefix
yingqi	phrase-prefix
yingqia	phrase-prefix
yingqian	phrase-prefix
yingqiang	phrase-full
yings	phrase-prefix
yingsh	phrase-prefix
yingshe	phrase-prefix
yingshen	phrase-full,phrase-prefix
yingsheng	phrase-prefix
yingshenge	phrase-prefix
yingshenger	phrase-prefix
yingshengerd	phrase-prefix
yingshengerda	phrase-prefix
yingshengerdao	phrase-full
yingt	phrase-prefix
yingto	phrase-prefix
yingtou	phrase-full
yingu	phrase-prefix
yinguo	phrase-prefix
yinguoq	phrase-prefix
yinguoqu	phrase-full
yingw	phrase-prefix
yingwe	phrase-prefix
yingwen	phrase-prefix
yingwens	phrase-prefix
yingwensh	phrase-prefix
yingwenshu	phrase-full
yingx	phrase-prefix
yingxi	phrase-prefix
yingxio	phrase-prefix
yingxion	phrase-prefix
yingxiong	phrase-prefix
yingxiongn	phrase-prefix
yingxiongna	phrase-prefix
yingxiongnan	phrase-prefix
yingxiongnang	phrase-prefix
yingxiongnangu	phrase-prefix
yingxiongnanguo	phrase-prefix
yingxiongnanguom	phrase-prefix
yingxiongnanguome	phrase-prefix
yingxiongnanguomei	phrase-prefix
yingxiongnanguomeir	phrase-prefix
yingxiongnanguomeire	phrase-prefix
yingxiongnanguomeiren	phrase-prefix
yingxiongnanguomeireng	phrase-prefix
yingxiongnanguomeirengu	phrase-prefix
yingxiongnanguomeirengua	phrase-prefix
yingxiongnanguomeirenguan	phrase-full
yinh	adjacent-key
yinj	phrase-prefix
yinji	phrase-prefix
yinjig	phrase-prefix
yinjigu	phrase-prefix
yinjigua	phrase-prefix
yinjiguan	phrase-full
yinjin	phrase-prefix
yinjing	phrase-prefix
yinjingq	phrase-prefix
yinjingqi	phrase-prefix
yinjingqip	phrase-prefix
yinjingqipa	phrase-prefix
yinjingqipan	phrase-full
yinl	phrase-prefix
yinli	phrase-prefix
yinlia	phrase-prefix
yinlian	phrase-prefix
yinliang	phrase-full
yinm	phrase-prefix
yinmo	phrase-prefix
yinmou	phrase-prefix
yinmoul	phrase-prefix
yinmoulu	phrase-prefix
yinmoulun	phrase-full
yins	phrase-prefix
yinsh	phrase-prefix
yinsha	phrase-prefix
yinshan	phrase-prefix
yinshang	phrase-prefix
yinshangl	phrase-prefix
yinshangla	phrase-prefix
yinshanglai	phrase-full
yinshe	phrase-prefix
yinshec	phrase-prefix
yinshech	phrase-prefix
yinshechu	phrase-prefix
yinshechud	phrase-prefix
yinshechudo	phrase-prefix
yinshechudon	phrase-prefix
yinshechudong	phrase-full
yinshi	phrase-full
yinx	phrase-prefix
yinxi	phrase-prefix
yinxia	phrase-prefix
yinxiaq	phrase-prefix
yinxiaqu	phrase-full
yiny	phrase-prefix
yinya	phrase-prefix
yinyan	phrase-prefix
yinyang	phrase-prefix
yinyangg	phrase-prefix
yinyanggu	phrase-prefix
yinyanggua	phrase-prefix
yinyangguai	phrase-prefix
yinyangguaiq	phrase-prefix
yinyangguaiqi	phrase-full
yiq	phrase-prefix
yiqi	phrase-prefix
yiqia	phrase-prefix
yiqian	phrase-prefix
yiqianb	phrase-prefix
yiqianbu	phrase-prefix
yiqianbuz	phrase-prefix
yiqianbuzh	phrase-prefix
yiqianbuzhi	phrase-full
yiqiang	phrase-prefix
yiqiange	phrase-full
yiqu	phrase-prefix
yiqun	phrase-prefix
yiqunr	phrase-prefix
yiqunre	phrase-prefix
yiqunren	phrase-full
yis	phrase-prefix
yish	phrase-prefix
yisha	phrase-prefix
yishay	phrase-prefix
yishaya	phrase-prefix
yishayan	phrase-full
yishi	phrase-full,phrase-prefix
yishig	phrase-prefix
yishigo	phrase-prefix
yishigon	phrase-prefix
yishigong	phrase-prefix
yishigongp	phrase-prefix
yishigongpi	phrase-prefix
yishigongpin	phrase-prefix
yishigongping	phrase-full
yishij	phrase-prefix
yishiji	phrase-prefix
yishijia	phrase-prefix
yishijian	phrase-full
yishiy	phrase-prefix
yishiyi	phrase-prefix
yishiyik	phrase-prefix
yishiyike	phrase-full
yisu	phrase-prefix
yisua	phrase-prefix
yisuan	phrase-full
yit	phrase-prefix
yito	phrase-prefix
yiton	phrase-prefix
yitong	phrase-full
yiu	adjacent-key
yiw	phrase-prefix
yiwa	phrase-prefix
yiwan	phrase-prefix
yiwanr	phrase-prefix
yiwanre	phrase-prefix
yiwanren	phrase-full
yix	phrase-prefix
yixi	phrase-full,phrase-prefix
yixia	phrase-full,phrase-prefix
yixian	phrase-full,phrase-prefix
yixiang	phrase-prefix
yixiangd	phrase-prefix
yixiangda	phrase-prefix
yixiangdao	phrase-full
yixiant	phrase-prefix
yixianti	phrase-prefix
yixiantia	phrase-prefix
yixiantian	phrase-full
yixu	phrase-prefix
yixue	phrase-prefix
yixued	phrase-prefix
yixueda	phrase-prefix
yixuedao	phrase-full
yiy	phrase-prefix
yiya	phrase-prefix
yiyan	phrase-prefix
yiyany	phrase-prefix
yiyanyi	phrase-prefix
yiyanyib	phrase-prefix
yiyanyibi	phrase-prefix
yiyanyibiz	phrase-prefix
yiyanyibizh	phrase-prefix
yiyanyibizhi	phrase-full
yiye	phrase-full
yiyi	phrase-prefix
yiyid	phrase-prefix
yiyida	phrase-prefix
yiyidai	phrase-prefix
yiyidais	phrase-prefix
yiyidaish	phrase-prefix
yiyidaishu	phrase-prefix
yiyidaishui	phrase-full
yiz	phrase-prefix
yizh	phrase-prefix
yizhi	phrase-prefix
yizhil	phrase-prefix
yizhili	phrase-full
yizhu	phrase-prefix
yizhuq	phrase-prefix
yizhuqi	phrase-prefix
yizhuqin	phrase-prefix
yizhuqing	phrase-prefix
yizhuqingt	phrase-prefix
yizhuqingti	phrase-prefix
yizhuqingtia	phrase-prefix
yizhuqingtian	phrase-full
yj	phrase-initial
yjbx	phrase-initial
yjg	phrase-initial
yjiang	phrase-mixed
yjiebxia	phrase-mixed
yjig	phrase-mixed
yjing	phrase-mixed
yjingqpan	phrase-mixed
yjizshen	phrase-mixed
yjlq	phrase-initial
yjqp	phrase-initial
yjulquan	phrase-mixed
yjzs	phrase-initial
yk	phrase-initial
ykand	phrase-mixed
ykd	phrase-initial
yklw	phrase-initial
ykonglwan	phrase-mixed
yku	phrase-mixed
ykuang	phrase-mixed
ykuiyzu	phrase-mixed
ykyz	phrase-initial
yl	phrase-initial
ylaicxing	phrase-mixed
ylakren	phrase-mixed
ylanwyu	phrase-mixed
ylcx	phrase-initial
yliang	phrase-mixed
yliaot	phrase-mixed
ylim	phrase-mixed
ylinxzhengf	phrase-mixed
ylkr	phrase-initial
ylm	phrase-initial
ylt	phrase-initial
ylwy	phrase-initial
ylxzf	phrase-initial
ym	phrase-initial
ymen	phrase-mixed
yming	phrase-mixed
yml	phrase-initial
ymoul	phrase-mixed
yn	missing-letter
yna	transposed-letters
ynag	transposed-letters
ynengfzhou	phrase-mixed
ynengg	phrase-mixed
ynfz	phrase-initial
yng	missing-letter,phrase-initial
yni	transposed-letters
ynig	transposed-letters
ynog	transposed-letters
ynu	transposed-letters
yo	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
yoa	transposed-letters
yobg	adjacent-key
yog	missing-letter
yogn	transposed-letters
yoi	adjacent-key
yomg	adjacent-key
yon	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
yonf	adjacent-key
yong	adjacent-key,phrase-prefix,syllable
yongk	phrase-prefix
yongku	phrase-full
yongx	phrase-prefix
yongxi	phrase-prefix
yongxin	phrase-prefix
yongxing	phrase-full
yongy	phrase-prefix
yongyu	phrase-prefix
yongyue	phrase-prefix
yongyuec	phrase-prefix
yongyuech	phrase-prefix
yongyuecha	phrase-prefix
yongyuechao	phrase-prefix
yongyuechaof	phrase-prefix
yongyuechaofe	phrase-prefix
yongyuechaofen	phrase-prefix
yongyuechaofeng	phrase-full
yongz	phrase-prefix
yongzh	phrase-prefix
yongzhi	phrase-full
yonh	adjacent-key
you	adjacent-key,phrase-prefix,syllable
youb	phrase-prefix
youbi	phrase-prefix
youbie	phrase-prefix
youbied	phrase-prefix
youbiede	phrase-full
youd	phrase-prefix
youde	phrase-full
youdi	phrase-prefix
youdia	phrase-prefix
youdian	phrase-prefix
youdiane	phrase-prefix
youdianer	phrase-full
youk	phrase-prefix
youko	phrase-prefix
youkon	phrase-prefix
youkong	phrase-prefix
youkongl	phrase-prefix
youkongla	phrase-prefix
youkonglai	phrase-prefix
youkonglaiw	phrase-prefix
youkonglaiwa	phrase-prefix
youkonglaiwan	phrase-full
youl	phrase-prefix
youli	phrase-prefix
youlia	phrase-prefix
youlian	phrase-prefix
youliang	phrase-full
youlim	phrase-prefix
youlima	phrase-prefix
youlimao	phrase-full
youm	phrase-prefix
youme	phrase-prefix
youmen	phrase-full
youmi	phrase-prefix
youmin	phrase-prefix
youming	phrase-full
youq	phrase-prefix
youqi	phrase-prefix
youqin	phrase-prefix
youqing	phrase-full
yous	phrase-prefix
youse	phrase-prefix
yousey	phrase-prefix
youseya	phrase-prefix
youseyan	phrase-prefix
youseyanj	phrase-prefix
youseyanji	phrase-prefix
youseyanjin	phrase-prefix
youseyanjing	phrase-full
yoush	phrase-prefix
yousha	phrase-prefix
youshan	phrase-prefix
youshang	phrase-full
youshe	phrase-prefix
youshen	phrase-prefix
yousheng	phrase-prefix
youshengz	phrase-prefix
youshengzh	phrase-prefix
youshengzhe	phrase-full
youshi	phrase-prefix
youshib	phrase-prefix
youshibu	phrase-prefix
youshibuk	phrase-prefix
youshibuko	phrase-prefix
youshibukon	phrase-prefix
youshibukong	phrase-full
yout	phrase-prefix
youtu	phrase-full
youx	phrase-prefix
youxi	phrase-prefix
youxin	phrase-full
youy	phrase-prefix
youyi	phrase-full,phrase-prefix
youyib	phrase-prefix
youyibu	phrase-prefix
youyibuj	phrase-prefix
youyibuju	phrase-prefix
youyibujue	phrase-full
youyis	phrase-prefix
youyisa	phrase-prefix
youyisai	phrase-full
youyo	phrase-prefix
youyou	phrase-prefix
youyoul	phrase-prefix
youyoulu	phrase-prefix
youyoulum	phrase-prefix
youyoulumi	phrase-prefix
youyoulumin	phrase-prefix
youyouluming	phrase-full
youyu	phrase-prefix
youyuz	phrase-prefix
youyuzh	phrase-prefix
youyuzhe	phrase-prefix
youyuzhen	phrase-prefix
youyuzheng	phrase-full
youz	phrase-prefix
youzh	phrase-prefix
youzhu	phrase-prefix
youzhui	phrase-full
yoy	adjacent-key
yp	adjacent-key,phrase-initial
ypiao	phrase-mixed
ypng	adjacent-key
ypu	adjacent-key
yq	phrase-initial
yqbz	phrase-initial
yqg	phrase-initial
yqianbzhi	phrase-mixed
yqiang	phrase-mixed
yqil	phrase-mixed
yqing	phrase-mixed
yql	phrase-initial
yqr	phrase-initial
yqunr	phrase-mixed
yr	adjacent-key,phrase-initial
yran	phrase-mixed
yrouxmin	phrase-mixed
yrxm	phrase-initial
ys	adjacent-key,phrase-initial
ysbk	phrase-initial
yscd	phrase-initial
ysed	phrase-initial
yseyjing	phrase-mixed
ysgp	phrase-initial
yshang	phrase-mixed
yshangl	phrase-mixed
yshay	phrase-mixed
yshecdong	phrase-mixed
yshen	phrase-mixed
ysheng	phrase-mixed
yshengedao	phrase-mixed
yshengz	phrase-mixed
yshf	phrase-initial
yshi	phrase-mixed
yshibkong	phrase-mixed
yshigping	phrase-mixed
yshij	phrase-mixed
yshiyke	phrase-mixed
yshou	phrase-mixed
yshouhfei	phrase-mixed
ysi	adjacent-key
ysj	phrase-initial
ysl	phrase-initial
ysn	adjacent-key
ysng	adjacent-key
yso	adjacent-key
ysong	phrase-mixed
ysuan	phrase-mixed
ysy	phrase-initial
ysyj	phrase-initial
ysyk	phrase-initial
ysz	phrase-initial
yt	phrase-initial
yteldalying	phrase-mixed
yteldayshi	phrase-mixed
yti	phrase-mixed
ytldly	phrase-initial
ytldys	phrase-initial
ytong	phrase-mixed
ytongz	phrase-mixed
ytou	phrase-mixed
ytu	phrase-mixed
ytui	phrase-mixed
ytz	phrase-initial
yu	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
yua	missing-letter,phrase-prefix,syllable-prefix
yuab	adjacent-key
yuam	adjacent-key
yuan	adjacent-key,phrase-prefix,syllable
yuanh	phrase-prefix
yuanha	phrase-prefix
yuanhai	phrase-full
yuans	phrase-prefix
yuansh	phrase-prefix
yuanshi	phrase-full
yuant	phrase-prefix
yuanto	phrase-prefix
yuanton	phrase-prefix
yuantong	phrase-prefix
yuantongz	phrase-prefix
yuantongzh	phrase-prefix
yuantongzhu	phrase-prefix
yuantongzhua	phrase-prefix
yuantongzhuan	phrase-prefix
yuantongzhuang	phrase-full
yuanw	phrase-prefix
yuanwu	phrase-full
yuany	phrase-prefix
yuanyi	phrase-prefix
yuanyic	phrase-prefix
yuanyich	phrase-prefix
yuanyicha	phrase-prefix
yuanyichan	phrase-prefix
yuanyichang	phrase-full
yuanyin	phrase-prefix
yuanyinc	phrase-prefix
yuanyinch	phrase-prefix
yuanyincho	phrase-prefix
yuanyinchon	phrase-prefix
yuanyinchong	phrase-prefix
yuanyinchongx	phrase-prefix
yuanyinchongxi	phrase-prefix
yuanyinchongxia	phrase-prefix
yuanyinchongxian	phrase-full
yuanz	phrase-prefix
yuanzh	phrase-prefix
yuanzhe	phrase-prefix
yuanzhen	phrase-prefix
yuanzheng	phrase-full
yub	adjacent-key,phrase-prefix
yubi	phrase-full
yuc	phrase-prefix
yuch	phrase-prefix
yuchi	phrase-prefix
yuchiz	phrase-prefix
yuchizh	phrase-prefix
yuchizhi	phrase-prefix
yuchizhiy	phrase-prefix
yuchizhiya	phrase-prefix
yuchizhiyan	phrase-prefix
yuchizhiyang	phrase-full
yue	phrase-prefix,syllable
yueb	phrase-prefix
yueba	phrase-prefix
yuebao	phrase-prefix
yuebaos	phrase-prefix
yuebaosh	phrase-prefix
yuebaoshi	phrase-full
yuep	phrase-prefix
yuepi	phrase-prefix
yuepia	phrase-prefix
yuepiao	phrase-full
yug	phrase-prefix
yugu	phrase-prefix
yugua	phrase-prefix
yuguan	phrase-full
yugui	phrase-full
yui	adjacent-key
yuj	phrase-prefix
yuji	phrase-prefix
yujia	phrase-prefix
yujian	phrase-prefix
yujiang	phrase-full
yum	adjacent-key
yun	adjacent-key,missing-letter,phrase-prefix,syllable
yuna	transposed-letters
yunc	phrase-prefix
yunch	phrase-prefix
yuncha	phrase-prefix
yunchao	phrase-prefix
yunchaoc	phrase-prefix
yunchaoch	phrase-prefix
yunchaoche	phrase-full
yunchu	phrase-prefix
yunchuq	phrase-prefix
yunchuqu	phrase-full
yund	phrase-prefix
yundo	phrase-prefix
yundon	phrase-prefix
yundong	phrase-prefix
yundongc	phrase-prefix
yundongch	phrase-prefix
yundongcha	phrase-prefix
yundongchan	phrase-prefix
yundongchang	phrase-prefix
yundongchangg	phrase-prefix
yundongchanggu	phrase-prefix
yundongchanggua	phrase-prefix
yundongchangguan	phrase-full
yundongj	phrase-prefix
yundongji	phrase-prefix
yundongjin	phrase-prefix
yundongjing	phrase-prefix
yundongjings	phrase-prefix
yundongjingsa	phrase-prefix
yundongjingsai	phrase-full
yung	adjacent-key
yunj	phrase-prefix
yunji	phrase-prefix
yunjin	phrase-prefix
yunjing	phrase-full
yunl	phrase-prefix
yunli	phrase-prefix
yunlin	phrase-prefix
yunlinx	phrase-prefix
yunlinxi	phrase-prefix
yunlinxia	phrase-prefix
yunlinxian	phrase-prefix
yunlinxianz	phrase-prefix
yunlinxianzh	phrase-prefix
yunlinxianzhe	phrase-prefix
yunlinxianzhen	phrase-prefix
yunlinxianzheng	phrase-prefix
yunlinxianzhengf	phrase-prefix
yunlinxianzhengfu	phrase-full
yunt	phrase-prefix
yunti	phrase-full
yuo	adjacent-key,transposed-letters
yur	adjacent-key,phrase-prefix
yuro	phrase-prefix
yurou	phrase-prefix
yuroux	phrase-prefix
yurouxi	phrase-prefix
yurouxia	phrase-prefix
yurouxian	phrase-prefix
yurouxiang	phrase-prefix
yurouxiangm	phrase-prefix
yurouxiangmi	phrase-prefix
yurouxiangmin	phrase-full
yus	phrase-prefix
yush	phrase-prefix
yushe	phrase-prefix
yushen	phrase-prefix
yusheng	phrase-full
yusho	phrase-prefix
yushou	phrase-full
yusn	adjacent-key
yuso	phrase-prefix
yuson	phrase-prefix
yusong	phrase-full
yuw	adjacent-key
yux	phrase-prefix
yuxi	phrase-prefix
yuxie	phrase-full
yuxig	phrase-prefix
yuxigo	phrase-prefix
yuxigon	phrase-prefix
yuxigong	phrase-prefix
yuxigongk	phrase-prefix
yuxigongke	phrase-full
yuz	phrase-prefix
yuzh	phrase-prefix
yuzho	phrase-prefix
yuzhon	phrase-prefix
yuzhong	phrase-prefix
yuzhongb	phrase-prefix
yuzhongbu	phrase-prefix
yuzhongbut	phrase-prefix
yuzhongbuto	phrase-prefix
yuzhongbuton	phrase-prefix
yuzhongbutong	phrase-full
yw	adjacent-key,phrase-initial
ywanr	phrase-mixed
ywens	phrase-mixed
ywmm	phrase-initial
ywr	phrase-initial
yws	phrase-initial
ywu	phrase-mixed
ywumman	phrase-mixed
yx	phrase-initial
yxbg	phrase-initial
yxd	phrase-initial
yxgk	phrase-initial
yxh	phrase-initial
yxi	phrase-mixed
yxia	phrase-mixed
yxian	phrase-mixed
yxiangd	phrase-mixed
yxiant	phrase-mixed
yxiaobgou	phrase-mixed
yxiaos	phrase-mixed
yxiaq	phrase-mixed
yxie	phrase-mixed
yxigke	phrase-mixed
yxin	phrase-mixed
yxing	phrase-mixed
yxiongnguomreng	phrase-mixed
yxngmrg	phrase-initial
yxq	phrase-initial
yxs	phrase-initial
yxt	phrase-initial
yxued	phrase-mixed
yxuh	phrase-mixed
yy	adjacent-key,phrase-initial
yyan	adjacent-key
yyanggqi	phrase-mixed
yyanybiz	phrase-mixed
yyaod	phrase-mixed
yybj	phrase-initial
yyc	phrase-initial
yycf	phrase-initial
yycx	phrase-initial
yyd	phrase-initial
yyds	phrase-initial
yye	adjacent-key,phrase-mixed
yygq	phrase-initial
yyi	phrase-mixed
yyibjue	phrase-mixed
yyic	phrase-mixed
yyidshui	phrase-mixed
yyincxian	phrase-mixed
yyis	phrase-mixed
yylm	phrase-initial
yyn	adjacent-key
yyoulming	phrase-mixed
yys	phrase-initial
yyuecfeng	phrase-mixed
yyuexhua	phrase-mixed
yyuz	phrase-mixed
yyxh	phrase-initial
yyybz	phrase-initial
yyz	phrase-initial
yz	phrase-initial
yzbt	phrase-initial
yzheng	phrase-mixed
yzhi	phrase-mixed
yzhil	phrase-mixed
yzhongbtong	phrase-mixed
yzhu	phrase-mixed
yzhui	phrase-mixed
yzhuqtian	phrase-mixed
yzl	phrase-initial
yzqt	phrase-initial
z	missing-letter,phrase-prefix,syllable-prefix
za	missing-letter,phrase-prefix,syllable,syllable-prefix
zab	adjacent-key
zabg	adjacent-key
zag	missing-letter
zagn	transposed-letters
zah	transposed-letters
zahi	transposed-letters
zahn	transposed-letters
zahng	transposed-letters
zaho	transposed-letters
zai	adjacent-key,missing-letter,phrase-prefix,syllable
zaih	phrase-prefix
zaihu	phrase-prefix
zaihun	phrase-full
zam	adjacent-key
zamg	adjacent-key
zan	missing-letter,phrase-prefix,syllable,syllable-prefix
zanf	adjacent-key
zang	missing-letter,phrase-prefix,syllable
zangs	phrase-prefix
zangsh	phrase-prefix
zangshe	phrase-prefix
zangshen	phrase-prefix
zangsheny	phrase-prefix
zangshenyu	phrase-prefix
zangshenyuf	phrase-prefix
zangshenyufu	phrase-full
zanh	adjacent-key
zao	adjacent-key,missing-letter,phrase-prefix,syllable
zaoc	phrase-prefix
zaoch	phrase-prefix
zaochu	phrase-prefix
zaochua	phrase-prefix
zaochuan	phrase-prefix
zaochuang	phrase-prefix
zaochuangu	phrase-prefix
zaochuanguo	phrase-full
zaochuw	phrase-prefix
zaochuwa	phrase-prefix
zaochuwan	phrase-prefix
zaochuwang	phrase-prefix
zaochuwangu	phrase-prefix
zaochuwangui	phrase-full
zaod	phrase-prefix
zaoda	phrase-prefix
zaodao	phrase-full
zaof	phrase-prefix
zaofa	phrase-prefix
zaofan	phrase-prefix
zaofanh	phrase-prefix
zaofanho	phrase-prefix
