input	hiragana	katakana	consumed
suku	すく	スク	0
sukuea	すくえあ	スクエア	0
sukui	すくい	スクイ	0
sukuizu	すくいず	スクイズ	0
sukun	すくん	スクン	0
sukuna	すくな	スクナ	0
sukunai	すくない	スクナイ	0
sukunaianatagata	すくないあなたがた	スクナイアナタガタ	0
sukunakarazu	すくなからず	スクナカラズ	0
sukunakutomo	すくなくとも	スクナクトモ	0
sukur	すく	スク	4
sukura	すくら	スクラ	0
sukuramu	すくらむ	スクラム	0
sukuranburu	すくらんぶる	スクランブル	0
sukurap	すくら	スクラ	6
sukurapp	すくら	スクラ	6
sukurappu	すくらっぷ	スクラップ	0
sukurappumesu	すくらっぷめす	スクラップメス	0
sukuriin	すくりいん	スクリイン	0
sukuriputaa	すくりぷたあ	スクリプタア	0
sukuryuu	すくりゅう	スクリュウ	0
sukuu	すくう	スクウ	0
sukuupu	すくうぷ	スクウプ	0
sukuuru	すくうる	スクウル	0
sukuutaa	すくうたあ	スクウタア	0
sukuwareru	すくわれる	スクワレル	0
sukyan	すきゃん	スキャン	0
sukyanaa	すきゃなあ	スキャナア	0
sukyandarasu	すきゃんだらす	スキャンダラス	0
sukyandaru	すきゃんだる	スキャンダル	0
sukyuuba	すきゅうば	スキュウバ	0
sum	す	ス	2
sumaato	すまあと	スマアト	0
sumaho	すまほ	スマホ	0
sumai	すまい	スマイ	0
sumairu	すまいる	スマイル	0
sumanai	すまない	スマナイ	0
sumaseru	すませる	スマセル	0
sumashigao	すましがお	スマシガオ	0
sumasshu	すまっしゅ	スマッシュ	0
sumasu	すます	スマス	0
sumau	すまう	スマウ	0
sumi	すみ	スミ	0
sumie	すみえ	スミエ	0
sumigokochi	すみごこち	スミゴコチ	0
sumikiru	すみきる	スミキル	0
sumimasen	すみません	スミマセン	0
sumiyaka	すみやか	スミヤカ	0
sumizumi	すみずみ	スミズミ	0
sumo	すも	スモ	0
sumog	すも	スモ	4
sumogg	すも	スモ	4
sumoggu	すもっぐ	スモッグ	0
sumogguunuboreru	すもっぐうぬぼれる	スモッグウヌボレル	0
sumookaa	すもおかあ	スモオカア	0
sumou	すもう	スモウ	0
sumoutori	すもうとり	スモウトリ	0
sumu	すむ	スム	0
sumukigen	すむきげん	スムキゲン	0
sumumugen	すむむげん	スムムゲン	0
sumuuzu	すむうず	スムウズ	0
sun	すん	スン	0
suna	すな	スナ	0
sunadokei	すなどけい	スナドケイ	0
sunahama	すなはま	スナハマ	0
sunakku	すなっく	スナック	0
sunao	すなお	スナオ	0
sunaokenkyuukan	すなおけんきゅうかん	スナオケンキュウカン	0
sunappu	すなっぷ	スナップ	0
sunatchi	すな	スナ	4
sunawachi	すなわち	スナワチ	0
sundan	すんだん	スンダン	0
sune	すね	スネ	0
suneeku	すねえく	スネエク	0
sungoi	すんごい	スンゴイ	0
suniikaa	すにいかあ	スニイカア	0
sunka	すんか	スンカ	0
sunomono	すのもの	スノモノ	0
sunoo	すのお	スノオ	0
sunooboodo	すのおぼおど	スノオボオド	0
sunoobooto	すのおぼおと	スノオボオト	0
sunpou	すんぽう	スンポウ	0
sunzen	すんぜん	スンゼン	0
sup	す	ス	2
supa	すぱ	スパ	0
supaaku	すぱあく	スパアク	0
supaaringu	すぱありんぐ	スパアリング	0
supaato	すぱあと	スパアト	0
supagetei	すぱげてい	スパゲテイ	0
supagettei	すぱげってい	スパゲッテイ	0
supai	すぱい	スパイ	0
supaiku	すぱいく	スパイク	0
supairaru	すぱいらる	スパイラル	0
supaisu	すぱいす	スパイス	0
supam	すぱ	スパ	4
supamu	すぱむ	スパム	0
supamukyoumibukai	すぱむきょうみぶかい	スパムキョウミブカイ	0
supan	すぱん	スパン	0
supattsu	すぱっつ	スパッツ	0
supe	すぺ	スペ	0
supea	すぺあ	スペア	0
supeeshingu	すぺえしんぐ	スペエシング	0
supeesu	すぺえす	スペエス	0
supeesushatoru	すぺえすしゃとる	スペエスシャトル	0
supein	すぺいん	スペイン	0
supeingo	すぺいんご	スペインゴ	0
supek	すぺ	スペ	4
supeku	すぺく	スペク	0
supekut	すぺく	スペク	6
supekutakuru	すぺくたくる	スペクタクル	0
supekuto	すぺくと	スペクト	0
supekutor	すぺくと	スペクト	8
supekutoru	すぺくとる	スペクトル	0
supekutorushisa	すぺくとるしさ	スペクトルシサ	0
supensaajaketto	すぺんさあじゃけっと	スペンサアジャケット	0
superu	すぺる	スペル	0
supesharisuto	すぺしゃりすと	スペシャリスト	0
supesharu	すぺしゃる	スペシャル	0
supi	すぴ	スピ	0
supia	すぴあ	スピア	0
supii	すぴい	スピイ	0
supiic	すぴい	スピイ	5
supiich	すぴい	スピイ	5
supiichi	すぴいち	スピイチ	0
supiichijikai	すぴいちじかい	スピイチジカイ	0
supiideii	すぴいでいい	スピイデイイ	0
supiido	すぴいど	スピイド	0
supiidoappu	すぴいどあっぷ	スピイドアップ	0
supiidouee	すぴいどうええ	スピイドウエエ	0
supiidouei	すぴいどうえい	スピイドウエイ	0
supiikaa	すぴいかあ	スピイカア	0
supin	すぴん	スピン	0
supiritto	すぴりっと	スピリット	0
supirurina	すぴるりな	スピルリナ	0
suponji	すぽんじ	スポンジ	0
suponjikeeki	すぽんじけえき	スポンジケエキ	0
suponsaa	すぽんさあ	スポンサア	0
supooku	すぽおく	スポオク	0
supookusuman	すぽおくすまん	スポオクスマン	0
supootei	すぽおてい	スポオテイ	0
supooteii	すぽおていい	スポオテイイ	0
supootsu	すぽおつ	スポオツ	0
supootsukaa	すぽおつかあ	スポオツカア	0
supootsuman	すぽおつまん	スポオツマン	0
supootsushinbun	すぽおつしんぶん	スポオツシンブン	0
supotto	すぽっと	スポット	0
supottoraito	すぽっとらいと	スポットライト	0
suppai	すっぱい	スッパイ	0
suppori	すっぽり	スッポリ	0
supuree	すぷれえ	スプレエ	0
supuringu	すぷりんぐ	スプリング	0
supurinkuraa	すぷりんくらあ	スプリンクラア	0
supurintaa	すぷりんたあ	スプリンタア	0
supurinto	すぷりんと	スプリント	0
supuritto	すぷりっと	スプリット	0
supuun	すぷうん	スプウン	0
sur	す	ス	2
sura	すら	スラ	0
suraidaa	すらいだあ	スライダア	0
suraideingu	すらいでいんぐ	スライデイング	0
suraido	すらいど	スライド	0
suraisu	すらいす	スライス	0
surakku	すらっく	スラック	0
surakkusu	すらっくす	スラックス	0
suranpu	すらんぷ	スランプ	0
suraroomu	すらろおむ	スラロオム	0
surasura	すらすら	スラスラ	0
sureba	すれば	スレバ	0
sureeto	すれえと	スレエト	0
sureibu	すれいぶ	スレイブ	0
surendaa	すれんだあ	スレンダア	0
suresure	すれすれ	スレスレ	0
suri	すり	スリ	0
suriisaizu	すりいさいず	スリイサイズ	0
surikizu	すりきず	スリキズ	0
surimu	すりむ	スリム	0
surippa	すりっぱ	スリッパ	0
surippu	すりっぷ	スリップ	0
suriraa	すりらあ	スリラア	0
suriringu	すりりんぐ	スリリング	0
suriru	すりる	スリル	0
suritto	すりっと	スリット	0
suro	すろ	スロ	0
surobakia	すろばきあ	スロバキア	0
surobenia	すろべにあ	スロベニア	0
suroo	すろお	スロオ	0
suroogan	すろおがん	スロオガン	0
suroop	すろお	スロオ	5
suroopu	すろおぷ	スロオプ	0
suroopushizenkagaku	すろおぷしぜんかがく	スロオプシゼンカガク	0
surotto	すろっと	スロット	0
suru	する	スル	0
surubeki	するべき	スルベキ	0
surudoi	するどい	スルドイ	0
suruto	すると	スルト	0
suruu	するう	スルウ	0
susamajii	すさまじい	スサマジイ	0
sushi	すし	スシ	0
suso	すそ	スソ	0
susume	すすめ	ススメ	0
susumeru	すすめる	ススメル	0
susumi	すすみ	ススミ	0
susumu	すすむ	ススム	0
sut	す	ス	2
suta	すた	スタ	0
sutaa	すたあ	スタア	0
sutaaringuenjin	すたありんぐえんじん	スタアリングエンジン	0
sutaataa	すたあたあ	スタアタア	0
sutaato	すたあと	スタアト	0
sutaatorain	すたあとらいん	スタアトライン	0
sutaaz	すたあ	スタア	5
sutaazu	すたあず	スタアズ	0
sutaazua	すたあずあ	スタアズア	0
sutaazuan	すたあずあん	スタアズアン	0
sutaazuand	すたあずあん	スタアズアン	9
sutaazuando	すたあずあんど	スタアズアンド	0
sutaazuandos	すたあずあんど	スタアズアンド	11
sutaazuandosu	すたあずあんどす	スタアズアンドス	0
sutaazuandosut	すたあずあんどす	スタアズアンドス	13
sutaazuandosuto	すたあずあんどすと	スタアズアンドスト	0
sutaazuandosutor	すたあずあんどすと	スタアズアンドスト	15
sutaazuandosutora	すたあずあんどすとら	スタアズアンドストラ	0
sutaazuandosutorai	すたあずあんどすとらい	スタアズアンドストライ	0
sutaazuandosutoraip	すたあずあんどすとらい	スタアズアンドストライ	18
sutaazuandosutoraipu	すたあずあんどすとらいぷ	スタアズアンドストライプ	0
sutaazuandosutoraipus	すたあずあんどすとらいぷ	スタアズアンドストライプ	20
sutaazuandosutoraipusu	すたあずあんどすとらいぷす	スタアズアンドストライプス	0
sutaazuandosutoraipusujigo	すたあずあんどすとらいぷすじご	スタアズアンドストライプスジゴ	0
sutabu	すたぶ	スタブ	0
sutaffu	すたっふ	スタッフ	0
sutaimii	すたいみい	スタイミイ	0
sutairingu	すたいりんぐ	スタイリング	0
sutairisuto	すたいりすと	スタイリスト	0
sutairu	すたいる	スタイル	0
sutajiamu	すたじあむ	スタジアム	0
sutajio	すたじお	スタジオ	0
sutamen	すためん	スタメン	0
sutamina	すたみな	スタミナ	0
sutan	すたん	スタン	0
sutandaado	すたんだあど	スタンダアド	0
sutando	すたんど	スタンド	0
sutanfuoodo	すたんふおおど	スタンフオオド	0
sutangan	すたんがん	スタンガン	0
sutanpu	すたんぷ	スタンプ	0
sutansu	すたんす	スタンス	0
suteeji	すてえじ	ステエジ	0
suteeki	すてえき	ステエキ	0
suteeshon	すてえしょん	ステエション	0
suteetasu	すてえたす	ステエタス	0
suteeto	すてえと	ステエト	0
suteetoama	すてえとあま	ステエトアマ	0
suteetomento	すてえとめんと	ステエトメント	0
sutego	すてご	ステゴ	0
suteikku	すていっく	ステイック	0
suteingaa	すていんがあ	ステインガア	0
suteitasu	すていたす	ステイタス	0
suteki	すてき	ステキ	0
sutekkaa	すてっかあ	ステッカア	0
sutekki	すてっき	ステッキ	0
sutendogurasu	すてんどぐらす	ステンドグラス	0
sutenresu	すてんれす	ステンレス	0
suteppu	すてっぷ	ステップ	0
sutereo	すてれお	ステレオ	0
sutereotaipu	すてれおたいぷ	ステレオタイプ	0
suteroido	すてろいど	ステロイド	0
suteru	すてる	ステル	0
suterusu	すてるす	ステルス	0
suto	すと	スト	0
sutoa	すとあ	ストア	0
sutoichizumu	すといちずむ	ストイチズム	0
sutoikku	すといっく	ストイック	0
sutokkingu	すとっきんぐ	ストッキング	0
sutokku	すとっく	ストック	0
sutokkuhorumu	すとっくほるむ	ストックホルム	0
sutoo	すとお	ストオ	0
sutoobu	すとおぶ	ストオブ	0
sutookaa	すとおかあ	ストオカア	0
sutoomu	すとおむ	ストオム	0
sutoonuosshu	すとおぬおっしゅ	ストオヌオッシュ	0
sutoor	すとお	ストオ	5
sutoorii	すとおりい	ストオリイ	0
sutooru	すとおる	ストオル	0
sutoorumochikosu	すとおるもちこす	ストオルモチコス	0
sutoppaa	すとっぱあ	ストッパア	0
sutoppu	すとっぷ	ストップ	0
sutoppuuotchi	すとっぷうお	ストップウオ	9
sutor	すと	スト	4
sutoraikaa	すとらいかあ	ストライカア	0
sutoraiki	すとらいき	ストライキ	0
sutoraiku	すとらいく	ストライク	0
sutoraipu	すとらいぷ	ストライプ	0
sutoreeto	すとれえと	ストレエト	0
sutoresu	すとれす	ストレス	0
sutoretchi	すとれ	ストレ	6
sutoriikaa	すとりいかあ	ストリイカア	0
sutoriito	すとりいと	ストリイト	0
sutorippaa	すとりっぱあ	ストリッパア	0
sutorippu	すとりっぷ	ストリップ	0
sutoro	すとろ	ストロ	0
sutoroberii	すとろべりい	ストロベリイ	0
sutorobo	すとろぼ	ストロボ	0
sutoronchiumu	すとろんちうむ	ストロンチウム	0
sutoroo	すとろお	ストロオ	0
sutorook	すとろお	ストロオ	7
sutorooku	すとろおく	ストロオク	0
sutorookujikantai	すとろおくじかんたい	ストロオクジカンタイ	0
sutto	すっと	スット	0
suu	すう	スウ	0
suuchi	すうち	スウチ	0
suueeden	すうええでん	スウエエデン	0
suufun	すうふん	スウフン	0
suugaku	すうがく	スウガク	0
suuhai	すうはい	スウハイ	0
suuhyaku	すうひゃく	スウヒャク	0
suuifuto	すういふと	スウイフト	0
suuji	すうじ	スウジ	0
suujikan	すうじかん	スウジカン	0
suujiku	すうじく	スウジク	0
suujitsu	すうじつ	スウジツ	0
suujuu	すうじゅう	スウジュウ	0
suukagetsu	すうかげつ	スウカゲツ	0
suukai	すうかい	スウカイ	0
suuko	すうこ	スウコ	0
suukou	すうこう	スウコウ	0
suuman	すうまん	スウマン	0
suunen	すうねん	スウネン	0
suunenmae	すうねんまえ	スウネンマエ	0
suunin	すうにん	スウニン	0
suuokunen	すうおくねん	スウオクネン	0
suupaa	すうぱあ	スウパア	0
suupaabaizaa	すうぱあばいざあ	スウパアバイザア	0
suupaabouru	すうぱあぼうる	スウパアボウル	0
suupaacheen	すうぱあちぇえん	スウパアチェエン	0
suupaamaaketto	すうぱあまあけっと	スウパアマアケット	0
suupaaman	すうぱあまん	スウパアマン	0
suupaasutaa	すうぱあすたあ	スウパアスタア	0
suupu	すうぷ	スウプ	0
suuryou	すうりょう	スウリョウ	0
suusen	すうせん	スウセン	0
suutsu	すうつ	スウツ	0
suutsukeesu	すうつけえす	スウツケエス	0
suwahirigo	すわひりご	スワヒリゴ	0
suwan	すわん	スワン	0
suwappu	すわっぷ	スワップ	0
suwari	すわり	スワリ	0
suwarikomi	すわりこみ	スワリコミ	0
suwaru	すわる	スワル	0
suyasuya	すやすや	スヤスヤ	0
suzu	すず	スズ	0
suzume	すずめ	スズメ	0
suzumu	すずむ	スズム	0
suzushii	すずしい	スズシイ	0
swa	すぁ	スァ	0
swagyu	すぁぎゅ	スァギュ	0
swe	すぇ	スェ	0
sweha	すぇは	スェハ	0
swi	すぃ	スィ	0
swihe	すぃへ	スィヘ	0
swo	すぉ	スォ	0
swohha	すぉっは	スォッハ	0
swu	すぅ	スゥ	0
swuhhe	すぅっへ	スゥッヘ	0
sya	しゃ	シャ	0
syahhi	しゃっひ	シャッヒ	0
sye	しぇ	シェ	0
syehho	しぇっほ	シェッホ	0
syi	しぃ	シィ	0
syihhu	しぃっふ	シィッフ	0
syo	しょ	ショ	0
syohhya	しょっひゃ	ショッヒャ	0
syu	しゅ	シュ	0
syuhhye	しゅっひぇ	シュッヒェ	0
t			0
ta	た	タ	0
taa	たあ	タア	0
taabin	たあびん	タアビン	0
taabo	たあぼ	タアボ	0
taag	たあ	タア	3
taage	たあげ	タアゲ	0
taaget	たあげ	タアゲ	5
taagett	たあげ	タアゲ	5
taagetto	たあげっと	タアゲット	0
taagettoshikkan	たあげっとしっかん	タアゲットシッカン	0
taaminaru	たあみなる	タアミナル	0
taan	たあん	タアン	0
taaru	たある	タアル	0
tab	た	タ	2
taba	たば	タバ	0
tabako	たばこ	タバコ	0
tabaneru	たばねる	タバネル	0
tabearuki	たべあるき	タベアルキ	0
tabemono	たべもの	タベモノ	0
taberu	たべる	タベル	0
tabesugiru	たべすぎる	タベスギル	0
tabi	たび	タビ	0
tabibito	たびびと	タビビト	0
tabidatsu	たびだつ	タビダツ	0
tabini	たびに	タビニ	0
tabisaki	たびさき	タビサキ	0
tabit	たび	タビ	4
tabita	たびた	タビタ	0
tabitab	たびた	タビタ	6
tabitabi	たびたび	タビタビ	0
tabitabiretoro	たびたびれとろ	タビタビレトロ	0
tabou	たぼう	タボウ	0
tabu	たぶ	タブ	0
tabun	たぶん	タブン	0
tabunmochimawari	たぶんもちまわり	タブンモチマワリ	0
taburoido	たぶろいど	タブロイド	0
tabuu	たぶう	タブウ	0
tac	た	タ	2
tach	た	タ	2
tachi	たち	タチ	0
tachiagari	たちあがり	タチアガリ	0
tachiagaru	たちあがる	タチアガル	0
tachiageru	たちあげる	タチアゲル	0
tachiai	たちあい	タチアイ	0
tachiba	たちば	タチバ	0
tachibana	たちばな	タチバナ	0
tachibanashi	たちばなし	タチバナシ	0
tachidomaru	たちどまる	タチドマル	0
tachigie	たちぎえ	タチギエ	0
tachiiri	たちいり	タチイリ	0
tachiirikinshi	たちいりきんし	タチイリキンシ	0
tachimachi	たちまち	タチマチ	0
tachin	たちん	タチン	0
tachinaori	たちなおり	タチナオリ	0
tachinaoru	たちなおる	タチナオル	0
tachino	たちの	タチノ	0
tachinok	たちの	タチノ	7
tachinoki	たちのき	タチノキ	0
tachinokikiju	たちのききじゅ	タチノキキジュ	0
tachinoku	たちのく	タチノク	0
tachioujou	たちおうじょう	タチオウジョウ	0
tachisaru	たちさる	タチサル	0
tachiyomi	たちよみ	タチヨミ	0
tachiyoru	たちよる	タチヨル	0
tada	ただ	タダ	0
tadachini	ただちに	タダチニ	0
tadai	ただい	タダイ	0
tadaima	ただいま	タダイマ	0
tadashi	ただし	タダシ	0
tadashii	ただしい	タダシイ	0
tadasu	ただす	タダス	0
tadayou	ただよう	タダヨウ	0
tadoritsuku	たどりつく	タドリツク	0
tadoru	たどる	タドル	0
taemanaku	たえまなく	タエマナク	0
taeru	たえる	タエル	0
taezu	たえず	タエズ	0
tafu	たふ	タフ	0
tagai	たがい	タガイ	0
tagaichigai	たがいちがい	タガイチガイ	0
tagaini	たがいに	タガイニ	0
tagaku	たがく	タガク	0
tagaru	たがる	タガル	0
tagayasu	たがやす	タガヤス	0
tagenteki	たげんてき	タゲンテキ	0
tagu	たぐ	タグ	0
tagubooto	たぐぼおと	タグボオト	0
tah	た	タ	2
taha	たは	タハ	0
tahat	たは	タハ	4
tahata	たはた	タハタ	0
tahats	たは	タハ	4
